UID,SITE_ID,STATE,DATE_COL,BATCH_ID,PARAMETER,PARAMETER_2,PARAMETER_NAME,RESULT,UNITS,MDL,MRL,PQL,DATE_ANALYZED,HOLDING_TIME,QACODE,LAB_SAMPLE_ID,SAMPLE_ID,METHOD
1046,NCCAGL10-GLBA10-145,NY,40342,100622.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00741875,mg P/L,0.001,0.004,,40351,9,,1010073,561361,
1047,NCCAGL10-GLBA10-138,MI,40392,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.55,ug/L,0.09,,,40404,12,J01,1010663,562902,
1047,NCCAGL10-GLBA10-138,MI,40392,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00206625,mg P/L,0.001,0.004,,40400,8,J03,1010663,562901,
1047,NCCAGL10-GLBA10-138,MI,40392,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.414375,mg N/L,0.036,,,40400,8,,1010663,562901,
1048,NCCAGL10-GLBA10-133,NY,40343,100628,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.75,ug/L,0.09,,,40357,14,J01,1010069,562172,
1048,NCCAGL10-GLBA10-133,NY,40343,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00865625,mg P/L,0.001,0.004,,40350,7,,1010069,562171,
1048,NCCAGL10-GLBA10-133,NY,40343,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.44,mg N/L,0.036,,,40350,7,,1010069,562171,
1049,NCCAGL10-GLBA10-132,MI,40383,100805,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.22,ug/L,0.09,,,40395,12,J01,1010565,563252,
1049,NCCAGL10-GLBA10-132,MI,40383,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03179625,mg P/L,0.001,0.004,,40389,6,,1010565,563251,
1049,NCCAGL10-GLBA10-132,MI,40383,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.38,mg N/L,0.036,,,40389,6,,1010565,563251,
1050,NCCAGL10-GLBA10-131,MI,40382,100805,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.32,ug/L,0.09,,,40395,13,J01,1010560,563992,
1050,NCCAGL10-GLBA10-131,MI,40382,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00850125,mg P/L,0.001,0.004,,40389,7,,1010560,563991,
1050,NCCAGL10-GLBA10-131,MI,40382,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3375,mg N/L,0.036,,,40389,7,,1010560,563991,
1051,NCCAGL10-GLBA10-128,OH,40386,100811,CHLA,Chlorophyll_a_ugL,Chlorophyll A,29.18,ug/L,0.09,,,40401,15,J01,1010613,563742,
1051,NCCAGL10-GLBA10-128,OH,40386,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.9875,mg N/L,0.036,,,40394,8,,1010613,563741,
1051,NCCAGL10-GLBA10-128,OH,40386,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.1368275,mg P/L,0.001,0.004,,40394,8,,1010613,563741,
1052,NCCAGL10-GLBA10-120,IN,40404,100902,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.43,ug/L,0.09,,,40423,19,J01,1010812,562282,
1052,NCCAGL10-GLBA10-120,IN,40404,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3825,mg N/L,0.036,,,40421,17,,1010812,562281,
1052,NCCAGL10-GLBA10-120,IN,40404,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00607375,mg P/L,0.001,0.004,,40458,54,,1010812,562281,
1053,NCCAGL10-GLBA10-119,MI,40375,100728,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.96,ug/L,0.09,,,40387,12,J01,1010466,563942,
1053,NCCAGL10-GLBA10-119,MI,40375,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01169125,mg P/L,0.001,0.004,,40388,13,,1010466,563941,
1053,NCCAGL10-GLBA10-119,MI,40375,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.51875,mg N/L,0.036,,,40388,13,,1010466,563941,
1054,NCCAGL10-GLBA10-116,MI,40388,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.91,ug/L,0.09,,,40404,16,J01,1010648,563702,
1054,NCCAGL10-GLBA10-116,MI,40388,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00221125,mg P/L,0.001,0.004,,40394,6,J03,1010648,563701,
1054,NCCAGL10-GLBA10-116,MI,40388,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.44625,mg N/L,0.036,,,40394,6,,1010648,563701,
1055,NCCAGL10-GLBA10-115,MI,40383,100902,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.48,ug/L,0.09,,,40423,40,J01,1010559,563162,
1055,NCCAGL10-GLBA10-115,MI,40383,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00473625,mg P/L,0.001,0.004,,40389,6,,1010559,563161,
1055,NCCAGL10-GLBA10-115,MI,40383,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3325,mg N/L,0.036,,,40389,6,,1010559,563161,
1056,NCCAGL10-GLBA10-112,PA,40380,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,9.97,ug/L,0.09,,,40393,13,J01,1010556,563212,
1056,NCCAGL10-GLBA10-112,PA,40380,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.02916375,mg P/L,0.001,0.004,,40389,9,,1010556,563211,
1056,NCCAGL10-GLBA10-112,PA,40380,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4775,mg N/L,0.036,,,40389,9,,1010556,563211,
1057,NCCAGL10-GLBA10-110,MI,40367,100715,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.78,ug/L,0.09,,,40374,7,J01,1010306,563962,
1057,NCCAGL10-GLBA10-110,MI,40367,100714.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.36,mg N/L,0.036,,,40373,6,,1010306,563961,
1057,NCCAGL10-GLBA10-110,MI,40367,100714.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00522,mg P/L,0.001,0.004,,40373,6,,1010306,563961,
1058,NCCAGL10-GLBA10-107,MI,40372,100723.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.31,ug/L,0.09,,,40382,10,J01,1010406,563902,
1058,NCCAGL10-GLBA10-107,MI,40372,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00756,mg P/L,0.001,0.004,,40387,15,,1010406,563901,
1058,NCCAGL10-GLBA10-107,MI,40372,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.37875,mg N/L,0.036,,,40387,15,,1010406,563901,
1059,NCCAGL10-GLBA10-104,MI,40389,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.64,ug/L,0.09,,,40404,15,J01,1010656,563642,
1059,NCCAGL10-GLBA10-104,MI,40389,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.418125,mg N/L,0.036,,,40400,11,,1010656,563641,
1059,NCCAGL10-GLBA10-104,MI,40389,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00384625,mg P/L,0.001,0.004,,40400,11,J03,1010656,563641,
1060,NCCAGL10-GLBA10-103,MI,40394,100821,CHLA,Chlorophyll_a_ugL,Chlorophyll A,4.7,ug/L,0.09,,,40411,17,J01,1010706,564042,
1060,NCCAGL10-GLBA10-103,MI,40394,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.007148125,mg P/L,0.001,0.004,,40401,7,,1010706,564041,
1060,NCCAGL10-GLBA10-103,MI,40394,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.325,mg N/L,0.036,,,40401,7,,1010706,564041,
1061,NCCAGL10-GLBA10-099,MI,40385,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.8,ug/L,0.09,,,40400,15,J01,1010586,563232,
1061,NCCAGL10-GLBA10-099,MI,40385,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00345375,mg P/L,0.001,0.004,,40393,8,J03,1010586,563231,
1061,NCCAGL10-GLBA10-099,MI,40385,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.3775,mg N/L,0.036,,,40393,8,,1010586,563231,
1062,NCCAGL10-GLBA10-096,OH,40385,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,7.83,ug/L,0.09,,,40400,15,J01,1010583,563202,
1062,NCCAGL10-GLBA10-096,OH,40385,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.478,mg N/L,0.036,,,40394,9,,1010583,563201,
1062,NCCAGL10-GLBA10-096,OH,40385,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.05188625,mg P/L,0.001,0.004,,40393,8,,1010583,563201,
1063,NCCAGL10-GLBA10-094,WI,40411,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.98,ug/L,0.09,,,40430,19,J01,1010904,577522,
1063,NCCAGL10-GLBA10-094,WI,40411,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00908,mg P/L,0.001,0.004,,40463,52,,1010904,577521,
1063,NCCAGL10-GLBA10-094,WI,40411,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.35125,mg N/L,0.036,,,40422,11,,1010904,577521,
1064,NCCAGL10-GLBA10-092,PA,40378,100729,CHLA,Chlorophyll_a_ugL,Chlorophyll A,6.64,ug/L,0.09,,,40388,10,J01,1010490,563842,
1064,NCCAGL10-GLBA10-092,PA,40378,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0123475,mg P/L,0.001,0.004,,40388,10,,1010490,563841,
1064,NCCAGL10-GLBA10-092,PA,40378,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4425,mg N/L,0.036,,,40388,10,,1010490,563841,
1065,NCCAGL10-GLBA10-009,WI,40408,100908,CHLA,Chlorophyll_a_ugL,Chlorophyll A,6.3,ug/L,0.09,,,40429,21,J01,1010886,577222,
1065,NCCAGL10-GLBA10-009,WI,40408,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4475,mg N/L,0.036,,,40422,14,,1010886,577221,
1065,NCCAGL10-GLBA10-009,WI,40408,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01990125,mg P/L,0.001,0.004,,40463,55,,1010886,577221,
1066,NCCAGL10-GLBA10-013,MI,40393,100819,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.31,ug/L,0.09,,,40409,16,J01,1010685,563752,
1066,NCCAGL10-GLBA10-013,MI,40393,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4975,mg N/L,0.036,,,40401,8,,1010685,563751,
1066,NCCAGL10-GLBA10-013,MI,40393,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.001,mg P/L,0.001,0.004,,40909,8,N,1010685,563751,
1067,NCCAGL10-GLBA10-016,PA,40379,100730,CHLA,Chlorophyll_a_ugL,Chlorophyll A,23.06,ug/L,0.09,,,40389,10,J01,1010519,563862,
1067,NCCAGL10-GLBA10-016,PA,40379,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.04209625,mg P/L,0.001,0.004,,40389,10,,1010519,563861,
1067,NCCAGL10-GLBA10-016,PA,40379,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5375,mg N/L,0.036,,,40389,10,,1010519,563861,
1068,NCCAGL10-GLBA10-019,MI,40370,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.27,ug/L,0.09,,,40376,6,J01,1010326,564892,
1068,NCCAGL10-GLBA10-019,MI,40370,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.35375,mg N/L,0.036,,,40380,10,,1010326,564891,
1068,NCCAGL10-GLBA10-019,MI,40370,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.002335,mg P/L,0.001,0.004,,40380,10,J03,1010326,564891,
1069,NCCAGL10-GLBA10-020,MI,40382,100805,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.39,ug/L,0.09,,,40395,13,J01,1010563,564682,
1069,NCCAGL10-GLBA10-020,MI,40382,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.34125,mg N/L,0.036,,,40389,7,,1010563,564681,
1069,NCCAGL10-GLBA10-020,MI,40382,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.002295,mg P/L,0.001,0.004,,40389,7,J03,1010563,564681,
1070,NCCAGL10-GLBA10-021,NY,40341,100628,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.56,ug/L,0.09,,,40357,16,J01,1010068,561412,
1070,NCCAGL10-GLBA10-021,NY,40341,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00747125,mg P/L,0.001,0.004,,40350,9,,1010068,561411,
1070,NCCAGL10-GLBA10-021,NY,40341,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.27625,mg N/L,0.036,,,40350,9,,1010068,561411,
1071,NCCAGL10-GLBA10-024,MI,40390,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.81,ug/L,0.09,,,40404,14,J01,1010654,562922,
1071,NCCAGL10-GLBA10-024,MI,40390,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.321875,mg N/L,0.036,,,40400,10,,1010654,562921,
1071,NCCAGL10-GLBA10-024,MI,40390,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00992125,mg P/L,0.001,0.004,,40400,10,,1010654,562921,
1072,NCCAGL10-GLBA10-025,WI,40409,100908,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.08,ug/L,0.09,,,40429,20,J01,1010889,561932,
1072,NCCAGL10-GLBA10-025,WI,40409,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.01898125,mg P/L,0.001,0.004,,40463,54,,1010889,561931,
1072,NCCAGL10-GLBA10-025,WI,40409,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.44125,mg N/L,0.036,,,40422,13,,1010889,561931,
1073,NCCAGL10-GLBA10-026,MI,40369,100717,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.32,ug/L,0.09,,,40376,7,J01,1010327,564702,
1073,NCCAGL10-GLBA10-026,MI,40369,100721.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.001,mg P/L,0.001,0.004,,40909,11,N,1010327,564701,
1073,NCCAGL10-GLBA10-026,MI,40369,100721.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.30125,mg N/L,0.036,,,40380,11,,1010327,564701,
1074,NCCAGL10-GLBA10-027,MI,40374,100727.1,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.12,ug/L,0.09,,,40386,12,J01,1010441,563852,
1074,NCCAGL10-GLBA10-027,MI,40374,100728.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00958125,mg P/L,0.001,0.004,,40387,13,,1010441,563851,
1074,NCCAGL10-GLBA10-027,MI,40374,100728.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.38875,mg N/L,0.036,,,40387,13,,1010441,563851,
1075,NCCAGL10-GLBA10-030,MI,40367,100715,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.86,ug/L,0.09,,,40374,7,J01,1010310,564942,
1075,NCCAGL10-GLBA10-030,MI,40367,100714.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.33125,mg N/L,0.036,,,40373,6,,1010310,564941,
1075,NCCAGL10-GLBA10-030,MI,40367,100714.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0027625,mg P/L,0.001,0.004,,40373,6,J03,1010310,564941,
1076,NCCAGL10-GLBA10-033,NY,40342,100628,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.43,ug/L,0.09,,,40357,15,J01,1010067,562162,
1076,NCCAGL10-GLBA10-033,NY,40342,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.375,mg N/L,0.036,,,40350,8,,1010067,562161,
1076,NCCAGL10-GLBA10-033,NY,40342,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00971,mg P/L,0.001,0.004,,40350,8,,1010067,562161,
1077,NCCAGL10-GLBA10-035,MI,40391,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.4,ug/L,0.09,,,40404,13,J01,1010653,563792,
1077,NCCAGL10-GLBA10-035,MI,40391,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00657625,mg P/L,0.001,0.004,,40400,9,,1010653,563791,
1077,NCCAGL10-GLBA10-035,MI,40391,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.301875,mg N/L,0.036,,,40400,9,,1010653,563791,
1078,NCCAGL10-GLBA10-040,MI,40388,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,56.71,ug/L,0.09,,,40404,16,J01,1010644,563682,
1078,NCCAGL10-GLBA10-040,MI,40388,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.20108875,mg P/L,0.001,0.004,,40394,6,,1010644,563681,
1078,NCCAGL10-GLBA10-040,MI,40388,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.473,mg N/L,0.036,,,40394,6,,1010644,563681,
1079,NCCAGL10-GLBA10-049,NY,40339,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03761,mg P/L,0.001,0.004,,40350,11,,1010053,561461,
1079,NCCAGL10-GLBA10-049,NY,40339,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.60375,mg N/L,0.036,,,40350,11,,1010053,561461,
1080,NCCAGL10-GLBA10-051,MI,40384,100803,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.73,ug/L,0.09,,,40393,9,J01,1010557,563142,
1080,NCCAGL10-GLBA10-051,MI,40384,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.32,mg N/L,0.036,,,40389,5,,1010557,563141,
1080,NCCAGL10-GLBA10-051,MI,40384,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00475125,mg P/L,0.001,0.004,,40389,5,,1010557,563141,
1081,NCCAGL10-GLBA10-052,MI,40387,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.92,ug/L,0.09,,,40404,17,J01,1010649,563242,
1081,NCCAGL10-GLBA10-052,MI,40387,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.4225,mg N/L,0.036,,,40394,7,,1010649,563241,
1081,NCCAGL10-GLBA10-052,MI,40387,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0064975,mg P/L,0.001,0.004,,40394,7,,1010649,563241,
1082,NCCAGL10-GLBA10-055,MI,40388,100812,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.39,ug/L,0.09,,,40402,14,J01,1010638,564882,
1082,NCCAGL10-GLBA10-055,MI,40388,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.58875,mg N/L,0.036,,,40394,6,,1010638,564881,
1082,NCCAGL10-GLBA10-055,MI,40388,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0129925,mg P/L,0.001,0.004,,40394,6,,1010638,564881,
1083,NCCAGL10-GLBA10-056,IN,40402,100831,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.96,ug/L,0.09,,,40421,19,J01,1010784,562312,
1083,NCCAGL10-GLBA10-056,IN,40402,100818.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.44125,mg N/L,0.036,,,40408,6,,1010784,562311,
1083,NCCAGL10-GLBA10-056,IN,40402,101007.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0041425,mg P/L,0.001,0.004,,40458,56,,1010784,562311,
1084,NCCAGL10-GLBA10-060,PA,40376,100728,CHLA,Chlorophyll_a_ugL,Chlorophyll A,7.88,ug/L,0.09,,,40387,11,J01,1010472,564842,
1084,NCCAGL10-GLBA10-060,PA,40376,100729.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.58,mg N/L,0.036,,,40388,12,,1010472,564841,
1084,NCCAGL10-GLBA10-060,PA,40376,100729.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0230325,mg P/L,0.001,0.004,,40388,12,,1010472,564841,
1085,NCCAGL10-GLBA10-062,WI,40412,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.78,ug/L,0.09,,,40430,18,J01,1010905,577472,
1085,NCCAGL10-GLBA10-062,WI,40412,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00915,mg P/L,0.001,0.004,,40463,51,,1010905,577471,
1085,NCCAGL10-GLBA10-062,WI,40412,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.39875,mg N/L,0.036,,,40422,10,,1010905,577471,
1086,NCCAGL10-GLBA10-063,MI,40385,100810,CHLA,Chlorophyll_a_ugL,Chlorophyll A,5.13,ug/L,0.09,,,40400,15,J01,1010588,563652,
1086,NCCAGL10-GLBA10-063,MI,40385,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.5725,mg N/L,0.036,,,40393,8,,1010588,563651,
1086,NCCAGL10-GLBA10-063,MI,40385,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0506125,mg P/L,0.001,0.004,,40393,8,,1010588,563651,
1087,NCCAGL10-GLBA10-064,OH,40387,100812,CHLA,Chlorophyll_a_ugL,Chlorophyll A,15.04,ug/L,0.09,,,40402,15,J01,1010618,563722,
1087,NCCAGL10-GLBA10-064,OH,40387,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03003875,mg P/L,0.001,0.004,,40394,7,,1010618,563721,
1087,NCCAGL10-GLBA10-064,OH,40387,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.55625,mg N/L,0.036,,,40394,7,,1010618,563721,
1088,NCCAGL10-GLBA10-065,NY,40346,100630,CHLA,Chlorophyll_a_ugL,Chlorophyll A,11.8,ug/L,0.09,,,40359,13,J01,1010112,564012,
1088,NCCAGL10-GLBA10-065,NY,40346,100701.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0421575,mg P/L,0.001,0.004,,40360,14,,1010112,564011,
1088,NCCAGL10-GLBA10-065,NY,40346,100701.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.56625,mg N/L,0.036,,,40360,14,,1010112,564011,
1089,NCCAGL10-GLBA10-067,MI,40382,100805,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.56,ug/L,0.09,,,40395,13,J01,1010558,564812,
1089,NCCAGL10-GLBA10-067,MI,40382,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.28375,mg N/L,0.036,,,40389,7,,1010558,564811,
1089,NCCAGL10-GLBA10-067,MI,40382,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0047675,mg P/L,0.001,0.004,,40389,7,,1010558,564811,
1090,NCCAGL10-GLBA10-068,MI,40382,100805,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.98,ug/L,0.09,,,40395,13,J01,1010564,564762,
1090,NCCAGL10-GLBA10-068,MI,40382,100730.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0049475,mg P/L,0.001,0.004,,40389,7,,1010564,564761,
1090,NCCAGL10-GLBA10-068,MI,40382,100730.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.355,mg N/L,0.036,,,40389,7,,1010564,564761,
1091,NCCAGL10-GLBA10-069,NY,40345,100629,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.38,ug/L,0.09,,,40358,13,J01,1010107,562872,
1091,NCCAGL10-GLBA10-069,NY,40345,100701.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.44125,mg N/L,0.036,,,40360,15,,1010107,562871,
1091,NCCAGL10-GLBA10-069,NY,40345,100701.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0057575,mg P/L,0.001,0.004,,40360,15,,1010107,562871,
1092,NCCAGL10-GLBA10-071,MI,40395,100825,CHLA,Chlorophyll_a_ugL,Chlorophyll A,2.42,ug/L,0.09,,,40415,20,J01,1010718,565032,
1092,NCCAGL10-GLBA10-071,MI,40395,100811.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.325,mg N/L,0.036,,,40401,6,,1010718,565031,
1092,NCCAGL10-GLBA10-071,MI,40395,100811.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.008235625,mg P/L,0.001,0.004,,40401,6,,1010718,565031,
1093,NCCAGL10-GLBA10-072,OH,40388,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,31.79,ug/L,0.09,,,40404,16,J01,1010643,563772,
1093,NCCAGL10-GLBA10-072,OH,40388,100804.1,NTL,Total_nitrogen_mgL,Total Nitrogen,1.568,mg N/L,0.036,,,40394,6,,1010643,563771,
1093,NCCAGL10-GLBA10-072,OH,40388,100804.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.16977875,mg P/L,0.001,0.004,,40394,6,,1010643,563771,
1094,NCCAGL10-GLBA10-073,WI,40410,100909,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.99,ug/L,0.09,,,40430,20,J01,1010903,563192,
1094,NCCAGL10-GLBA10-073,WI,40410,100901.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.505,mg N/L,0.036,,,40422,12,,1010903,563191,
1094,NCCAGL10-GLBA10-073,WI,40410,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.0159,mg P/L,0.001,0.004,,40463,53,,1010903,563191,
1095,NCCAGL10-GLBA10-081,NY,40340,100625,CHLA,Chlorophyll_a_ugL,Chlorophyll A,0.45,ug/L,0.09,,,40354,14,J01,1010063,562182,
1095,NCCAGL10-GLBA10-081,NY,40340,100621.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.00645125,mg P/L,0.001,0.004,,40350,10,,1010063,562181,
1095,NCCAGL10-GLBA10-081,NY,40340,100621.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.32,mg N/L,0.036,,,40350,10,,1010063,562181,
1096,NCCAGL10-GLBA10-083,MI,40390,100814,CHLA,Chlorophyll_a_ugL,Chlorophyll A,3.16,ug/L,0.09,,,40404,14,J01,1010651,563712,
1096,NCCAGL10-GLBA10-083,MI,40390,100810.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.009785,mg P/L,0.001,0.004,,40400,10,,1010651,563711,
1096,NCCAGL10-GLBA10-083,MI,40390,100810.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.396875,mg N/L,0.036,,,40400,10,,1010651,563711,
1097,NCCAGL10-GLBA10-086,WI,40407,100901,CHLA,Chlorophyll_a_ugL,Chlorophyll A,22.04,ug/L,0.09,,,40422,15,J01,1010843,577232,
1097,NCCAGL10-GLBA10-086,WI,40407,100831.1,NTL,Total_nitrogen_mgL,Total Nitrogen,0.91,mg N/L,0.036,,,40421,14,,1010843,577231,
1097,NCCAGL10-GLBA10-086,WI,40407,101012.1,PTL,Total_phosphorus_mgL,Total Phosphorus,0.03137875,mg P/L,0.001,0.004,,40463,56,,1010843,577231,
1098,NCCAGL10-GLBA10-087,MI,40386,100811,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.93,ug/L,0.09,,,40401,15,J01,1010600,565352,
1098,NCCAGL10-GLBA10-087,MI,40386,100803.2,PTL,Total_phosphorus_mgL,Total Phosphorus,0.011785,mg P/L,0.001,0.004,,40393,7,,1010600,565351,
1098,NCCAGL10-GLBA10-087,MI,40386,100803.2,NTL,Total_nitrogen_mgL,Total Nitrogen,0.43875,mg N/L,0.036,,,40393,7,,1010600,565351,
1099,NCCAGL10-GLBA10-088,IN,40405,100902,CHLA,Chlorophyll_a_ugL,Chlorophyll A,1.17,ug/L,0.09,,,40423,18,J01,1010813,562772,
